ID;FullName;global_id;AdmArea;District;Address;LegalAddress;ContactPhone;Fax;Email;WebSite;Categorization;CertificateNumber;CertificateIssueDate;NumberInFederalList;CertificateValidity;NameOfAccreditedOrganization;geodata_center;geoarea
976;"СРЕДСТВО РАЗМЕЩЕНИЯ «ХОСТЕЛ ВОЙКОВСКАЯ» ИП Алкасов Сергей Вячеславович
";676229222;Северный административный округ;Войковский район;5-й Войковский проезд, дом 16, корпус 2;;"PublicPhone:(499) 685-00-95

";;115@obshagi.org;www.obshagi.org;;;;550010365;;;0101000000672B2FF99FBE424049D74CBED9E84B40;
977;Хостел «Лен Инн Люкс (2)» ;676229223;Южный административный округ;Даниловский район;Духовской переулок, дом 22А;;"PublicPhone:(495) 954-02-24

PublicPhone:(495) 240-92-98

";(926) 858-54-16;info@leninn.net ;;;;;550010371;;;01010000007171546EA2CE4240297B4B395FDA4B40;
978;"Хостел «Речной» ООО ""Хостел Плюс""";676232921;Северный административный округ;район Левобережный;Беломорская улица, дом 26, строение 2;;"PublicPhone:(903) 235-23-25

";;hostelmayak@yandex.ru ;;;;;550010372;;;0101000000E3175E49F2BC4240DD955D30B8EE4B40;
979;Гостиница «Бастион»;676232922;Восточный административный округ;район Измайлово;Первомайская улица, дом 58Б, строение 1;;"PublicPhone:(925) 518-69-67

";;borispravo@yandex.ru;;;;;550010374;;;01010000005FCFD72C97E542404833164D67E54B40;
980;Гостиница «Спектра»;676232924;Южный административный округ;Даниловский район;Павелецкая набережная, дом 2, строение 2;;"PublicPhone:(925) 518-69-67

";;borispravo@yandex.ru;;;;;550010376;;;01010000002079E75086D2424076FD82DDB0DB4B40;
981;Гостиница «KOTIKI HOSTEL MOSCOW»;676232926;Центральный административный округ;Басманный район;Земляной Вал улица, дом 23, строение 1;;"PublicPhone:(906) 733-94-45

";(906) 733-94-45;dstz@bk.ru;kotikihostel.ru;;;;550010380;;;0101000000C498F4F752D44240D8B969334EE14B40;
982;"Гостиница «Буше»
";676232929;Центральный административный округ;Басманный район;Макаренко улица, дом 2/21, строение 1;;"PublicPhone:(925) 800-51-00

";(925) 800-51-00;niki.7@list.ru;;;;;550010381;;;0101000000B3EBDE8AC4D24240C4EC65DB69E14B40;
983;"Хостел ""Меридиан"" на Перовской";676232931;Восточный административный округ;район Перово;Перовская улица, дом 22, корпус 1;;"PublicPhone:(985) 875-81-10

";; hostelmeridian@yandex.ru ;meridianhostel.ru;без звезд;550014774 ;15.06.2018;550014774 ;14.06.2021;"ООО ""Стар Лайн""";01010000001A89D00836E24240F697DD9387DF4B40;
984;Гостиница «Хостел Рус-Бакунинская»;676341577;Центральный административный округ;Басманный район;Бакунинская улица, дом 74-76, строение 1;;"PublicPhone:(967) 033-22-11

";(967) 033-22-11;schaklin@yandex.ru ;;;;;550010386;;;01010000006C5D6A847ED84240984EEB36A8E34B40;
985;"Гостиница ""Флоренция""";676754905;Южный административный округ;район Орехово-Борисово Южное;Ясеневая улица, дом 41а;;"PublicPhone:(495) 763-85-84

PublicPhone:(495) 660-05-13

";;an-ik@mail.ru;www.hotelflorencia.ru/;;;;550010387;;;01010000004F3C670B08DF4240656EBE11DDCD4B40;
986;Гостиница «Союздобрострой»;676771322;Восточный административный округ;район Богородское;Краснобогатырская улица, дом 2, строение 35;;"PublicPhone:(968) 552-58-77

";;novo-sssr@mail.ru;novosssr.ru;;;;550010388;;;01010000000E6B2A8BC2D84240AAB706B64AE84B40;
987;"Хостел «Олимп» ООО «Олимп»
";676782781;Юго-Восточный административный округ;район Лефортово;Старообрядческая улица, дом 12, 4-й этаж;;"PublicPhone:(499) 922-05-41

";;babkina_k@mail.ru;;;;;550010394;;;010100000057CEDE196DD942407976F9D687DF4B40;
988;"Гостиница ""Эконом-класса ""Можайское шоссе, дом 165"" ООО ""Отель Сити""";676794983;Западный административный округ;Можайский район;Можайское шоссе, дом 165;;"PublicPhone:(985) 876-41-82

";(985) 876-41-82;ponomariova.1960@mail.ru;;;;;550010407;;"
";010100000055DB4DF04DA7424088BEBB9525D84B40;
989;"Гостиница ""Эконом-класса ""Огородный проезд, дом 12/20, строение 1""";676809196;Северо-Восточный административный округ;Бутырский район;Огородный проезд, дом 12/20, строение 1;;"PublicPhone:(916) 293-73-91

";(916) 293-73-91;ponomariova.1960@mail.ru;;;;;550010408;;"ООО «Скайгейт»
";0101000000B515FBCBEECB4240B1E07EC003E94B40;
990;"Гостиница ""Эконом-класса ""Остаповский проезд, дом 3, строение 23""";676821045;Юго-Восточный административный округ;Нижегородский район;Остаповский проезд, дом 3, строение 23;;"PublicPhone:(985) 876-41-82

";(985) 876-41-82;ponomariova.1960@mail.ru;;;;;550010409;;;010100000061FC34EECDD942406C054D4BACDC4B40;
991;Гостиница «Тройка» ООО «Городские отели»;676834702;Центральный административный округ;район Замоскворечье;Садовническая улица, дом 5;;"PublicPhone:(495) 204-22-26

";;troyka-msk-hotel@yandex.ru;hoteltroyka.ru;;;;550010411;;;010100000034BBEEAD48D04240BDC62E51BDDF4B40;
992;Хостел ИП Аванесов В.А. Индивидуальный предприниматель Аванесов Виталий Андреевич;676869823;Северо-Восточный административный округ;Алтуфьевский район;"Путевой проезд дом 14, корпус 2 
";;"PublicPhone:(926) 521-24-21

";(926) 521-24-21;niknilak85@mail.ru;;;;;550010412;;;010100000082AAD1AB01CA42406A317898F6EF4B40;
993;"Хостел ""Отрадное"" Индивидуальный предприниматель Ташходжаев Шухрат Авазович";676882785;Северо-Восточный административный округ;район Отрадное;Юрловский проезд, дом 14, корпус 4;;"PublicPhone:(916) 231-31-17

";;hostel.otradnoe@yandex.ru;;;;;550010413;;;0101000000093543AA28CE4240063065E080F04B40;
994;Хостел РАМН ФГУП«Управление служебными и жилыми зданиями»;676894240;Северный административный округ;район Аэропорт;Часовая улица, дом 27/12;;"PublicPhone:(499) 151-52-45

";;ramnhotel@gmail.com;ramnhotel.ru/nomer/hostel;;;;550010414;;"
";01010000005B785E2A36C2424000A94D9CDCE74B40;
995;"Мини-отель «ШОКОТЕЛЬ»
";676905819;Восточный административный округ;район Новогиреево;Перовская улица, дом 66, корпус 1;;"PublicPhone:(917) 524-07-07

";;info@shokotel.ru;www.shokotel.ru/;;;;550010417;;;0101000000069FE6E445E64240C5387F130ADF4B40;
996;"Хостел «САТУРН» Общество с ограниченной ответственностью «САТУРН»
";676915686;Западный административный округ;район Кунцево;Боженко улица, дом  9, корпус 2;;"PublicPhone:(495) 778-15-15

";;ya.dom197@yandex.ru;www.Dom197.ru;;;;550010418;;;01010000005BEECC04C3B34240D0B69A75C6DD4B40;
997;"Гостиница РНИМУ им.Н.И.Пирогова «Богородское» ФГБОУ ВО РНИМУ им. Н.И. Пирогова Минздрава России
";676922482;Юго-Западный административный округ;Обручевский район;Ленинский проспект, дом 119А;;"PublicPhone:(495) 229-63-36

";(495) 229-63-36;reception@bogorodskoe-hotel.ru;www.Bogorodskoe-hotel.ru;;;;550010419;;;0101000000E563778192BE424092AF045262D34B40;
998;"Гостиница ""Мини-отель Атлантик""";676929107;Юго-Восточный административный округ;район Кузьминки;Академика Скрябина улица, дом 36,  корпус 4;;"PublicPhone:(499) 322-21-43

";;Atlantik-kit@mail.ru;otel-atlantic.ru;;;;550010422;;"ООО ""Отель Бизнес Консалтинг""";0101000000C84274081CE542400EDDEC0F94D94B40;
999;Хостел «Мираж» ООО «Брукстон-Н»;676935762;Юго-Восточный административный округ;район Лефортово;Старообрядческая улица, дом 12;;"PublicPhone:(499) 299-05-45

";;vorota12@bk.ru;;;;;550010423;;;010100000057CEDE196DD942407976F9D687DF4B40;
1000;Бутик-отель «Mr. & Mrs.» (Мистер и Миссис) ООО «Идеальный вариант»;677075848;Центральный административный округ;Басманный район;Переведеновский переулок, дом 2, строение 1;;"PublicPhone:(495) 999-11-42

";;info@butik-oteli.ru;;;;;550010424;;;0101000000E3C4573B8AD7424055F833BC59E34B40;
1001;Хостел «Трэвел Инн» на Авиамоторной, ИП Пулатов Абдусатор Абдусаломович;677095737;Восточный административный округ;район Лефортово;Энергетическая улица, дом 12, корпус 1;;"PublicPhone:(800) 222-50-42

PublicPhone:(903) 279-10-05

";;booking@m-travelinn.ru;m-travelinn.ru;;;;550010425;;;0101000000D5777E5182DA4240C87C40A033E14B40;
